,X,Y
30400,1612,328
30404,1609,330
30408,1607,333
30412,1605,335
30416,1603,338
30420,1601,341
30424,1597,344
30428,1594,347
30432,1590,351
30436,1587,354
30440,1584,358
30444,1582,360
30448,1581,362
30452,1579,364
30456,1578,366
30460,1577,369
30464,1576,373
30468,1576,377
30472,1576,381
30476,1576,385
30480,1576,389
30484,1576,391
30488,1577,394
30492,1578,397
30496,1579,400
30500,1580,403
30504,1581,406
30508,1583,409
30512,1585,413
30516,1587,416
30520,1589,420
30524,1589,424
30528,1590,429
30532,1590,434
30536,1591,439
30540,1592,444
30544,1594,447
30548,1596,451
30552,1598,455
30556,1600,459
30560,1602,463
30564,1604,467
30568,1606,471
30572,1608,475
30576,1610,479
30580,1613,483
30584,1617,487
30588,1622,492
30592,1626,496
30596,1631,501
30600,1636,506
30604,1640,509
30608,1644,512
30612,1649,515
30616,1653,518
30620,1658,521
30624,1665,524
30628,1672,528
30632,1679,531
30636,1686,535
30640,1693,539
30644,1700,541
30648,1707,544
30652,1715,546
30656,1722,549
30660,1730,552
30664,1736,554
30668,1742,556
30672,1748,558
30676,1754,560
30680,1760,562
