,X,Y
92280,1172,87
92284,1172,88
92288,1172,89
92292,1172,90
92296,1172,91
92300,1173,93
92304,1174,96
92308,1175,99
92312,1176,103
92316,1177,106
92320,1178,110
92324,1178,112
92328,1178,114
92332,1178,116
92336,1178,118
92340,1178,120
92344,1178,121
92348,1179,123
92352,1179,125
92356,1180,127
92360,1181,129
92364,1182,131
92368,1183,133
92372,1184,135
92376,1185,137
92380,1187,140
92384,1188,142
92388,1190,144
92392,1192,147
92396,1194,149
92400,1196,152
92404,1197,155
92408,1199,158
92412,1200,161
92416,1202,164
92420,1204,167
92424,1206,170
92428,1208,173
92432,1210,176
92436,1212,179
92440,1215,182
92444,1216,185
92448,1217,188
92452,1218,192
92456,1219,195
92460,1220,199
92464,1220,200
92468,1220,202
92472,1220,204
92476,1220,206
92480,1221,208
92484,1221,210
92488,1222,213
92492,1223,216
92496,1224,219
92500,1225,222
92504,1226,224
92508,1227,226
92512,1228,229
92516,1229,231
92520,1230,234
92524,1231,237
92528,1232,240
92532,1234,244
92536,1235,247
92540,1237,251
92544,1238,255
92548,1239,259
92552,1240,263
92556,1241,267
92560,1243,271
92564,1244,274
92568,1246,278
92572,1248,282
92576,1250,286
92580,1252,290
92584,1252,292
92588,1253,294
92592,1253,296
92596,1254,298
92600,1255,300
92604,1255,303
92608,1256,306
92612,1256,309
92616,1257,312
92620,1258,316
92624,1260,320
92628,1262,324
92632,1264,328
92636,1266,332
92640,1268,337
92644,1269,340
92648,1271,343
92652,1273,346
92656,1275,349
92660,1277,352
92664,1277,356
92668,1278,360
92672,1279,365
92676,1280,369
92680,1281,374
92684,1282,376
92688,1283,379
92692,1285,381
92696,1286,384
92700,1288,387
92704,1289,390
92708,1290,394
92712,1291,398
92716,1292,402
92720,1293,406
92724,1295,411
92728,1297,416
92732,1299,421
92736,1301,426
92740,1304,432
92744,1305,436
92748,1307,440
92752,1308,444
92756,1310,448
92760,1312,452
92764,1312,456
92768,1313,460
92772,1314,464
92776,1315,468
92780,1316,473
92784,1318,477
92788,1321,482
92792,1323,487
92796,1326,492
92800,1329,497
92804,1330,503
92808,1332,509
92812,1334,515
92816,1336,521
92820,1338,528
92824,1339,532
92828,1340,536
92832,1342,540
92836,1343,544
92840,1345,549
92844,1348,554
92848,1351,560
92852,1354,565
92856,1357,571
92860,1361,577
92864,1363,583
92868,1366,589
92872,1368,595
92876,1371,601
92880,1374,608
92884,1376,613
92888,1379,619
92892,1381,625
92896,1384,631
92900,1387,637
92904,1390,643
92908,1394,649
92912,1397,655
92916,1401,661
92920,1405,668
92924,1406,673
92928,1407,679
92932,1409,685
92936,1410,691
92940,1412,697
92944,1410,701
92948,1408,706
92952,1406,710
92956,1404,715
92960,1403,720
92964,1403,727
92968,1404,735
92972,1404,742
92976,1405,750
92980,1406,758
92984,1406,764
92988,1407,770
92992,1407,777
92996,1408,783
93000,1409,790
93004,1411,798
93008,1413,806
93012,1416,814
93016,1418,822
93020,1421,830
93024,1424,837
93028,1427,845
93032,1430,853
93036,1433,861
93040,1436,869
93044,1439,877
93048,1443,885
93052,1446,893
93056,1450,901
93060,1454,910
93064,1456,919
93068,1458,928
93072,1460,937
93076,1462,946
93080,1465,956
93084,1467,964
93088,1469,972
93092,1471,981
93096,1473,989
93100,1476,998
93104,1479,1008
93108,1482,1018
93112,1485,1028
93116,1488,1038
93120,1491,1049
