,X,Y
96260,1107,1031
96264,1121,1025
96268,1135,1019
96272,1150,1014
96276,1164,1008
96280,1179,1003
96284,1191,997
96288,1204,991
96292,1216,985
96296,1229,979
96300,1242,974
96304,1251,966
96308,1261,959
96312,1270,952
96316,1280,945
96320,1290,938
96324,1298,932
96328,1307,927
96332,1315,921
96336,1324,916
96340,1333,911
96344,1339,901
96348,1345,892
96352,1352,882
96356,1358,873
96360,1365,864
96364,1372,858
96368,1379,853
96372,1387,847
96376,1394,842
96380,1402,837
96384,1408,831
96388,1415,825
96392,1421,820
96396,1428,814
96400,1435,809
96404,1441,802
96408,1448,795
96412,1454,789
96416,1461,782
96420,1468,776
96424,1475,769
96428,1483,763
96432,1490,756
96436,1498,750
96440,1506,744
96444,1513,740
96448,1520,736
96452,1528,733
96456,1535,729
96460,1543,726
96464,1551,722
96468,1559,719
96472,1567,715
96476,1575,712
96480,1583,709
96484,1592,706
96488,1602,703
96492,1611,700
96496,1621,697
96500,1631,694
96504,1639,691
96508,1647,688
96512,1655,685
96516,1663,682
96520,1671,679
96524,1678,675
96528,1685,672
96532,1692,668
96536,1699,665
96540,1707,662
96544,1714,660
96548,1722,659
96552,1730,658
96556,1738,657
96560,1746,656
