,X,Y
93820,935,1041
93824,943,1035
93828,951,1029
93832,959,1023
93836,967,1017
93840,976,1011
93844,986,1006
93848,997,1001
93852,1008,996
93856,1019,991
93860,1030,987
93864,1046,978
93868,1063,969
93872,1079,960
93876,1096,951
93880,1113,943
93884,1127,941
93888,1142,939
93892,1157,937
93896,1172,935
93900,1187,934
93904,1201,933
93908,1216,932
93912,1231,932
93916,1246,931
93920,1261,931
93924,1277,930
93928,1293,930
93932,1309,929
93936,1325,929
93940,1341,929
93944,1355,928
93948,1369,928
93952,1384,927
93956,1398,927
93960,1413,927
93964,1428,926
93968,1443,925
93972,1458,924
93976,1473,923
93980,1489,922
93984,1503,922
93988,1517,923
93992,1532,924
93996,1546,925
94000,1561,926
94004,1575,926
94008,1589,927
94012,1604,928
94016,1618,929
94020,1633,930
94024,1647,929
94028,1661,928
94032,1675,927
94036,1689,926
94040,1703,925
94044,1717,922
94048,1731,919
94052,1745,916
94056,1759,913
94060,1774,911
94064,1787,910
94068,1801,909
94072,1814,909
94076,1828,908
94080,1842,908
94084,1854,905
94088,1867,902
94092,1880,899
94096,1893,896
94100,1906,893
