,X,Y
95820,692,1011
95824,702,1003
95828,713,995
95832,723,988
95836,734,980
95840,745,973
95844,754,966
95848,764,960
95852,773,954
95856,783,948
95860,793,942
95864,803,936
95868,813,930
95872,824,925
95876,834,919
95880,845,914
95884,854,908
95888,863,902
95892,873,896
95896,882,890
95900,892,885
95904,900,879
95908,909,873
95912,917,867
95916,926,861
95920,935,855
95924,942,850
95928,949,845
95932,956,840
95936,963,835
95940,970,831
95944,975,824
95948,980,818
95952,986,812
95956,991,806
95960,997,800
95964,1002,794
95968,1008,789
95972,1013,784
95976,1019,779
95980,1025,774
95984,1029,769
95988,1033,765
95992,1037,760
95996,1041,756
96000,1046,752
96004,1050,744
96008,1054,737
96012,1059,729
96016,1063,722
96020,1068,715
96024,1069,708
96028,1071,701
96032,1073,694
96036,1075,687
96040,1077,680
96044,1082,674
96048,1088,668
96052,1094,662
96056,1100,656
96060,1106,651
96064,1110,646
96068,1114,641
96072,1119,636
96076,1123,631
96080,1128,627
96084,1132,621
96088,1136,616
96092,1140,611
96096,1144,606
96100,1148,601
96104,1150,594
96108,1153,588
96112,1155,582
96116,1158,576
96120,1161,570
96124,1163,564
96128,1165,559
96132,1167,554
96136,1169,549
96140,1172,544
96144,1173,539
96148,1174,535
96152,1175,531
96156,1176,527
96160,1178,523
96164,1177,517
96168,1176,511
96172,1175,505
96176,1174,499
96180,1174,494
96184,1173,489
96188,1172,485
96192,1171,480
96196,1170,476
96200,1169,472
96204,1169,468
96208,1169,464
96212,1169,461
96216,1169,457
96220,1170,454
96224,1172,449
96228,1175,445
96232,1177,441
96236,1180,437
96240,1183,433
96244,1186,429
96248,1190,425
96252,1193,422
96256,1197,418
96260,1201,415
96264,1203,410
96268,1205,405
96272,1208,401
96276,1210,396
96280,1213,392
96284,1213,387
96288,1214,382
96292,1215,377
96296,1216,372
96300,1217,368
96304,1216,364
96308,1215,361
96312,1215,357
96316,1214,354
96320,1214,351
96324,1214,346
96328,1215,341
96332,1216,337
96336,1217,332
96340,1218,328
96344,1218,325
96348,1218,323
96352,1218,320
96356,1218,318
96360,1219,316
96364,1220,311
96368,1222,306
96372,1223,301
96376,1225,296
96380,1227,291
96384,1230,289
96388,1233,287
96392,1236,286
96396,1239,284
96400,1242,283
96404,1244,279
96408,1246,275
96412,1249,272
96416,1251,268
96420,1254,265
96424,1256,262
96428,1259,259
96432,1262,256
96436,1265,253
96440,1268,251
96444,1270,247
96448,1272,244
96452,1274,240
96456,1276,237
96460,1279,234
96464,1281,231
96468,1283,228
96472,1286,226
96476,1288,223
96480,1291,221
96484,1291,218
96488,1291,215
96492,1292,212
96496,1292,209
96500,1293,207
96504,1293,204
96508,1293,201
96512,1293,198
96516,1293,195
96520,1294,192
96524,1293,189
96528,1293,187
96532,1293,185
96536,1293,183
96540,1293,181
96544,1292,177
96548,1291,173
96552,1290,170
96556,1289,166
96560,1289,163
96564,1289,160
96568,1289,158
96572,1289,155
96576,1289,153
96580,1289,151
96584,1290,148
96588,1291,146
96592,1292,143
96596,1293,141
96600,1295,139
96604,1295,136
96608,1295,134
96612,1295,131
96616,1295,129
96620,1295,127
96624,1293,125
96628,1291,123
96632,1290,121
96636,1288,119
96640,1287,118
96644,1286,114
96648,1285,111
96652,1284,107
96656,1283,104
96660,1282,101
96664,1281,99
96668,1281,98
96672,1281,96
96676,1281,95
96680,1281,94
96684,1279,92
96688,1278,90
96692,1276,88
96696,1275,86
96700,1274,84
96704,1273,81
96708,1272,79
96712,1271,76
96716,1270,74
96720,1270,72
