,X,Y
77260,125,951
77264,130,942
77268,136,933
77272,142,925
77276,148,916
77280,154,908
77284,161,900
77288,168,893
77292,175,886
77296,182,879
77300,189,872
77304,194,863
77308,200,855
77312,206,846
77316,212,838
77320,218,830
77324,219,822
77328,221,814
77332,222,806
77336,224,798
77340,226,790
77344,225,782
77348,225,775
77352,225,768
77356,225,761
77360,225,754
77364,222,747
77368,220,740
77372,217,733
77376,215,726
77380,213,719
77384,208,712
77388,204,706
77392,200,700
77396,196,694
77400,192,688
77404,186,683
77408,180,678
77412,174,674
77416,168,669
77420,162,665
77424,155,660
77428,149,656
77432,143,652
77436,137,648
77440,131,644
77444,125,637
77448,119,631
77452,113,625
77456,107,619
77460,102,613
77464,97,611
77468,92,609
77472,87,608
77476,82,606
77480,77,605
77484,69,602
77488,62,600
77492,54,597
77496,47,595
77500,39,593
77504,32,590
77508,24,588
77512,17,585
77516,9,583
77520,2,581
