,X,Y
17400,798,1031
17404,808,1023
17408,818,1016
17412,828,1009
17416,838,1002
17420,848,995
17424,859,988
17428,870,981
17432,881,975
17436,892,968
17440,903,962
17444,914,956
17448,925,951
17452,937,945
17456,948,940
17460,960,935
17464,970,929
17468,980,924
17472,991,919
17476,1001,914
17480,1012,909
17484,1021,903
17488,1030,898
17492,1040,892
17496,1049,887
17500,1059,882
17504,1066,873
17508,1074,865
17512,1082,856
17516,1090,848
17520,1098,840
17524,1106,836
17528,1115,832
17532,1124,829
17536,1133,825
17540,1142,822
17544,1149,817
17548,1157,812
17552,1165,807
17556,1173,802
17560,1181,797
17564,1189,792
17568,1197,787
17572,1205,783
17576,1213,778
17580,1221,774
17584,1228,769
17588,1235,765
17592,1242,761
17596,1249,757
17600,1256,753
17604,1264,749
17608,1272,745
17612,1280,741
17616,1288,737
17620,1296,734
17624,1305,729
17628,1315,724
17632,1324,720
17636,1334,715
17640,1344,711
17644,1352,707
17648,1360,703
17652,1368,699
17656,1376,695
17660,1385,691
17664,1394,688
17668,1403,685
17672,1412,683
17676,1421,680
17680,1430,678
17684,1437,674
17688,1444,671
17692,1452,667
17696,1459,664
17700,1467,661
17704,1473,657
17708,1480,653
17712,1487,650
17716,1494,646
17720,1501,643
17724,1508,639
17728,1516,636
17732,1524,632
17736,1532,629
17740,1540,626
17744,1547,622
17748,1555,618
17752,1562,614
17756,1570,610
17760,1578,606
17764,1585,602
17768,1593,598
17772,1600,595
17776,1608,591
17780,1616,588
17784,1621,585
17788,1627,582
17792,1632,579
17796,1638,576
17800,1644,574
17804,1651,572
17808,1658,571
17812,1665,569
17816,1672,568
17820,1679,567
17824,1688,564
17828,1697,562
17832,1707,560
17836,1716,558
17840,1726,556
17844,1734,555
17848,1742,555
17852,1750,554
17856,1758,554
17860,1766,554
