,X,Y
9660,576,81
9664,579,84
9668,583,87
9672,586,91
9676,590,94
9680,594,98
9684,593,100
9688,593,102
9692,592,105
9696,592,107
9700,592,110
9704,589,112
9708,587,114
9712,585,116
9716,583,118
9720,581,120
9724,580,122
9728,580,124
9732,580,126
9736,580,128
9740,580,130
9744,579,133
9748,578,137
9752,577,140
9756,576,144
9760,576,148
9764,575,151
9768,575,154
9772,574,157
9776,574,160
9780,574,164
9784,573,166
9788,572,169
9792,571,172
9796,570,175
9800,569,178
9804,569,181
9808,569,185
9812,569,188
9816,569,192
9820,569,196
9824,568,199
9828,567,203
9832,566,206
9836,565,210
9840,565,214
9844,564,216
9848,563,218
9852,563,220
9856,562,222
9860,562,224
9864,559,227
9868,556,231
9872,554,235
9876,551,239
9880,549,243
9884,547,245
9888,545,248
9892,543,251
9896,541,254
9900,540,257
9904,538,258
9908,537,259
9912,535,260
9916,534,261
9920,533,263
9924,531,265
9928,530,268
9932,529,271
9936,528,274
9940,527,277
9944,525,277
9948,523,278
9952,521,278
9956,519,279
9960,517,280
9964,515,282
9968,513,285
9972,511,288
9976,509,291
9980,508,294
9984,505,295
9988,503,296
9992,500,298
9996,498,299
10000,496,301
10004,493,301
10008,491,302
10012,489,303
10016,487,304
10020,485,305
10024,486,305
10028,487,305
10032,488,306
10036,489,306
10040,491,307
10044,492,307
10048,493,307
10052,494,308
10056,495,308
10060,497,309
10064,498,309
10068,499,309
10072,500,310
10076,501,310
10080,503,311
10084,504,311
10088,505,311
10092,506,312
10096,507,312
10100,509,313
10104,510,313
10108,511,313
10112,512,314
10116,513,314
10120,515,315
10124,518,317
10128,522,319
10132,526,321
10136,530,323
10140,534,325
10144,539,327
10148,544,329
10152,550,331
10156,555,333
10160,561,335
10164,564,336
10168,568,337
10172,571,339
10176,575,340
10180,579,342
10184,585,344
10188,592,346
10192,599,348
10196,606,350
10200,613,352
10204,619,352
10208,625,353
10212,632,353
10216,638,354
10220,645,355
10224,653,356
10228,662,357
10232,671,358
10236,680,359
10240,689,361
10244,695,360
10248,701,360
10252,707,359
10256,713,359
10260,720,359
10264,728,359
10268,737,359
10272,745,359
10276,754,359
10280,763,360
10284,769,360
10288,775,360
10292,782,360
10296,788,360
10300,795,361
10304,804,360
10308,813,360
10312,823,360
10316,832,360
10320,842,360
10324,848,360
10328,855,360
10332,861,360
10336,868,360
10340,875,360
10344,883,360
10348,891,360
10352,900,360
10356,908,360
10360,917,360
10364,924,359
10368,932,359
10372,939,358
10376,947,358
10380,955,358
10384,960,358
10388,966,359
10392,971,360
10396,977,361
10400,983,362
10404,990,363
10408,998,364
10412,1005,365
10416,1013,366
10420,1021,368
10424,1027,367
10428,1033,367
10432,1039,366
10436,1045,366
10440,1052,366
10444,1058,368
10448,1065,370
10452,1072,373
10456,1079,375
10460,1086,378
10464,1089,377
10468,1092,376
10472,1096,376
10476,1099,375
10480,1103,375
10484,1107,376
10488,1111,377
10492,1115,378
10496,1119,379
10500,1123,380
10504,1125,381
10508,1127,382
10512,1129,383
10516,1131,384
10520,1133,385
10524,1133,384
10528,1133,384
10532,1133,384
10536,1134,383
10540,1134,383
10544,1134,383
10548,1135,382
10552,1135,382
10556,1135,382
10560,1136,382
10564,1136,381
10568,1136,381
10572,1136,381
10576,1137,380
10580,1137,380
10584,1137,380
10588,1138,379
10592,1138,379
10596,1138,379
10600,1139,379
10604,1137,380
10608,1135,381
10612,1133,382
10616,1131,383
10620,1129,384
10624,1124,386
10628,1120,388
10632,1116,390
10636,1112,392
10640,1108,394
10644,1102,396
10648,1096,398
10652,1090,400
10656,1084,402
10660,1078,404
10664,1071,405
10668,1065,407
10672,1058,409
10676,1052,411
10680,1046,413
10684,1038,416
10688,1030,420
10692,1022,423
10696,1014,427
10700,1006,431
10704,997,433
10708,988,435
10712,979,437
10716,970,439
10720,961,441
10724,952,442
10728,943,444
10732,934,446
10736,925,448
10740,916,450
10744,907,452
10748,898,454
10752,889,456
10756,880,458
10760,872,460
10764,862,462
10768,852,464
10772,843,467
10776,833,469
10780,824,472
10784,816,476
10788,808,480
10792,800,485
10796,792,489
10800,784,494
10804,776,498
10808,769,502
10812,761,506
10816,754,510
10820,747,515
10824,740,520
10828,733,525
10832,726,530
10836,719,535
10840,712,541
10844,706,545
10848,701,550
10852,695,554
10856,690,559
10860,685,564
10864,680,569
10868,676,574
10872,672,580
10876,668,585
10880,664,591
10884,657,596
10888,651,602
10892,645,607
10896,639,613
10900,633,619
10904,630,627
10908,627,635
10912,625,644
10916,622,652
10920,620,661
10924,614,666
10928,608,671
10932,602,677
10936,596,682
10940,590,688
10944,584,694
10948,578,701
10952,573,708
10956,567,715
10960,562,722
10964,556,731
10968,550,740
10972,544,749
10976,538,758
10980,532,768
10984,527,775
10988,522,782
10992,517,790
10996,512,797
11000,507,805
11004,500,813
11008,494,822
11012,488,831
11016,482,840
11020,476,849
11024,468,857
11028,460,865
11032,452,874
11036,444,882
11040,436,891
11044,430,900
11048,424,910
11052,418,919
11056,412,929
11060,407,939
11064,402,950
11068,398,962
11072,394,973
11076,390,985
11080,386,997
11084,382,1006
11088,378,1015
11092,374,1024
11096,370,1033
11100,366,1042
