,X,Y
91980,1534,373
91984,1526,371
91988,1518,370
91992,1511,368
91996,1503,367
92000,1496,366
92004,1489,365
92008,1483,364
92012,1476,363
92016,1470,362
92020,1464,361
92024,1456,361
92028,1448,361
92032,1440,361
92036,1432,361
92040,1425,361
92044,1418,360
92048,1412,359
92052,1405,358
92056,1399,357
92060,1393,356
92064,1387,356
92068,1381,356
92072,1375,356
92076,1369,356
92080,1364,357
92084,1357,356
92088,1351,356
92092,1344,356
92096,1338,356
92100,1332,356
92104,1325,355
92108,1319,354
92112,1313,354
92116,1307,353
92120,1301,353
92124,1300,352
92128,1299,352
92132,1299,351
92136,1298,351
92140,1298,351
92144,1294,350
92148,1291,350
92152,1287,350
92156,1284,350
92160,1281,350
92164,1278,349
92168,1275,349
92172,1272,348
92176,1269,348
92180,1267,348
92184,1265,348
92188,1264,348
92192,1262,349
92196,1261,349
92200,1260,350
92204,1258,350
92208,1256,350
92212,1254,351
92216,1252,351
92220,1250,352
92224,1247,350
92228,1244,349
92232,1241,348
92236,1238,347
92240,1235,346
92244,1233,346
92248,1231,346
92252,1230,346
92256,1228,346
92260,1227,347
92264,1223,345
92268,1220,344
92272,1216,342
92276,1213,341
92280,1210,340
92284,1208,340
92288,1207,340
92292,1205,341
92296,1204,341
92300,1203,342
92304,1199,342
92308,1195,342
92312,1191,342
92316,1187,342
92320,1184,343
92324,1179,342
92328,1175,341
92332,1170,340
92336,1166,339
92340,1162,339
92344,1158,338
92348,1155,338
92352,1151,338
92356,1148,338
92360,1145,338
92364,1141,337
92368,1137,337
92372,1133,336
92376,1129,336
92380,1125,336
92384,1121,335
92388,1118,334
92392,1115,333
92396,1112,332
92400,1109,331
92404,1106,330
92408,1103,329
92412,1100,329
92416,1097,328
92420,1094,328
92424,1093,328
92428,1092,328
92432,1091,328
92436,1090,328
92440,1089,329
92444,1088,329
92448,1087,329
92452,1086,330
92456,1085,330
92460,1085,331
92464,1084,330
92468,1084,330
92472,1084,330
92476,1084,330
92480,1084,330
92484,1084,330
92488,1084,330
92492,1084,330
92496,1084,330
92500,1084,330
92504,1084,330
92508,1084,330
92512,1084,330
92516,1084,330
92520,1084,330
92524,1084,330
92528,1084,330
92532,1084,330
92536,1084,330
92540,1083,330
92544,1083,330
92548,1083,330
92552,1083,330
92556,1083,330
92560,1083,330
92564,1083,329
92568,1083,329
92572,1083,329
92576,1083,329
92580,1083,329
92584,1083,329
92588,1083,329
92592,1083,329
92596,1083,329
92600,1083,329
92604,1083,329
92608,1083,329
92612,1083,329
92616,1082,329
92620,1082,329
92624,1082,329
92628,1082,329
92632,1082,329
92636,1082,329
92640,1082,329
92644,1082,329
92648,1082,329
92652,1082,329
92656,1082,329
92660,1082,329
92664,1082,328
92668,1082,328
92672,1082,328
92676,1082,328
92680,1082,328
92684,1082,328
92688,1082,328
92692,1081,328
92696,1081,328
92700,1081,328
92704,1081,328
92708,1081,328
92712,1081,328
92716,1081,328
92720,1081,328
92724,1081,328
92728,1081,328
92732,1081,328
92736,1081,328
92740,1081,328
92744,1081,328
92748,1081,328
92752,1081,328
92756,1081,328
92760,1081,328
92764,1081,328
92768,1080,327
92772,1080,327
92776,1080,327
92780,1080,327
92784,1080,327
92788,1080,327
92792,1080,327
92796,1080,327
92800,1080,327
92804,1080,327
92808,1080,327
92812,1080,327
92816,1080,327
92820,1080,327
92824,1080,327
92828,1080,327
92832,1080,327
92836,1080,327
92840,1080,327
92844,1079,327
92848,1079,327
92852,1079,327
92856,1079,327
92860,1079,327
92864,1079,327
92868,1079,326
92872,1079,326
92876,1079,326
92880,1079,326
92884,1079,326
92888,1079,326
92892,1079,326
92896,1079,326
92900,1079,326
92904,1079,326
92908,1079,326
92912,1079,326
92916,1079,326
92920,1078,326
92924,1078,326
92928,1078,326
92932,1078,326
92936,1078,326
92940,1078,326
92944,1078,326
92948,1078,326
92952,1078,326
92956,1078,326
92960,1078,326
92964,1078,326
92968,1078,325
92972,1078,325
92976,1078,325
92980,1078,325
92984,1078,325
92988,1078,325
92992,1078,325
92996,1077,325
93000,1077,325
93004,1077,325
93008,1077,325
93012,1077,325
93016,1077,325
93020,1077,325
93024,1077,325
93028,1077,325
93032,1077,325
93036,1077,325
93040,1077,325
93044,1077,325
93048,1077,325
93052,1077,325
93056,1077,325
93060,1077,325
93064,1077,325
93068,1077,325
93072,1076,324
93076,1076,324
93080,1076,324
93084,1076,324
93088,1076,324
93092,1076,324
93096,1076,324
93100,1076,324
93104,1076,324
93108,1076,324
93112,1076,324
93116,1076,324
93120,1076,324
93124,1076,324
93128,1076,324
93132,1076,324
93136,1076,324
93140,1076,324
93144,1076,324
93148,1075,324
93152,1075,324
93156,1075,324
93160,1075,324
93164,1075,324
93168,1075,324
93172,1075,323
93176,1075,323
93180,1075,323
93184,1075,323
93188,1075,323
93192,1075,323
93196,1075,323
93200,1075,323
93204,1075,323
93208,1075,323
93212,1075,323
93216,1075,323
93220,1075,323
93224,1074,323
93228,1074,323
93232,1074,323
93236,1074,323
93240,1074,323
93244,1074,323
93248,1074,323
93252,1074,323
93256,1074,323
93260,1074,323
93264,1074,323
93268,1074,323
93272,1074,322
93276,1074,322
93280,1074,322
93284,1074,322
93288,1074,322
93292,1074,322
93296,1074,322
93300,1073,322
93304,1073,322
93308,1073,322
93312,1073,322
93316,1073,322
93320,1073,322
93324,1073,322
93328,1073,322
93332,1073,322
93336,1073,322
93340,1073,322
93344,1073,322
93348,1073,322
93352,1073,322
93356,1073,322
93360,1073,322
93364,1073,322
93368,1073,322
93372,1073,322
93376,1072,321
93380,1072,321
93384,1072,321
93388,1072,321
93392,1072,321
93396,1072,321
93400,1072,321
93404,1072,321
93408,1072,321
93412,1072,321
93416,1072,321
93420,1072,321
93424,1072,321
93428,1072,321
93432,1072,321
93436,1072,321
93440,1072,321
93444,1072,321
93448,1072,321
93452,1071,321
93456,1071,321
93460,1071,321
93464,1071,321
93468,1071,321
93472,1071,321
93476,1071,320
93480,1071,320
93484,1071,320
93488,1071,320
93492,1071,320
93496,1071,320
93500,1071,320
93504,1071,320
93508,1071,320
93512,1071,320
93516,1071,320
93520,1071,320
93524,1071,320
93528,1070,320
93532,1070,320
93536,1070,320
93540,1070,320
93544,1070,320
93548,1070,320
93552,1070,320
93556,1070,320
93560,1070,320
93564,1070,320
93568,1070,320
93572,1070,320
93576,1070,319
93580,1070,319
93584,1070,319
93588,1070,319
93592,1070,319
93596,1070,319
93600,1070,319
93604,1069,319
93608,1069,319
93612,1069,319
93616,1069,319
93620,1069,319
93624,1069,319
93628,1069,319
93632,1069,319
93636,1069,319
93640,1069,319
93644,1069,319
93648,1069,319
93652,1069,319
93656,1069,319
93660,1069,319
93664,1069,319
93668,1069,319
93672,1069,319
93676,1069,319
93680,1068,318
93684,1068,318
93688,1068,318
93692,1068,318
93696,1068,318
93700,1068,318
93704,1068,318
93708,1068,318
93712,1068,318
93716,1068,318
93720,1068,318
93724,1068,318
93728,1068,318
93732,1068,318
93736,1068,318
93740,1068,318
93744,1068,318
93748,1068,318
93752,1068,318
93756,1067,318
93760,1067,318
93764,1067,318
93768,1067,318
93772,1067,318
93776,1067,318
93780,1067,317
93784,1067,317
93788,1067,317
93792,1067,317
93796,1067,317
93800,1067,317
93804,1067,317
93808,1067,317
93812,1067,317
93816,1067,317
93820,1067,317
93824,1067,317
93828,1067,317
93832,1066,317
93836,1066,317
93840,1066,317
93844,1066,317
93848,1066,317
93852,1066,317
93856,1066,317
93860,1066,317
93864,1066,317
93868,1066,317
93872,1066,317
93876,1066,317
93880,1066,316
93884,1066,316
93888,1066,316
93892,1066,316
93896,1066,316
93900,1066,316
93904,1066,316
93908,1065,316
93912,1065,316
93916,1065,316
93920,1065,316
93924,1065,316
93928,1065,316
93932,1065,316
93936,1065,316
93940,1065,316
93944,1065,316
93948,1065,316
93952,1065,316
93956,1065,316
93960,1065,316
93964,1065,316
93968,1065,316
93972,1065,316
93976,1065,316
93980,1065,316
93984,1063,316
93988,1061,316
93992,1059,316
93996,1057,316
94000,1056,316
94004,1055,316
94008,1054,316
94012,1054,316
94016,1053,316
94020,1053,316
94024,1053,316
94028,1053,316
94032,1054,316
94036,1054,316
94040,1055,316
94044,1054,315
94048,1054,315
94052,1054,315
94056,1054,315
94060,1054,315
94064,1054,315
94068,1054,315
94072,1054,315
94076,1054,315
94080,1054,315
94084,1054,315
94088,1053,315
94092,1053,315
94096,1053,315
94100,1053,315
94104,1053,315
94108,1053,315
94112,1053,315
94116,1053,315
94120,1053,315
94124,1053,315
94128,1053,315
94132,1052,315
94136,1052,315
94140,1052,315
94144,1052,315
94148,1052,315
94152,1052,315
94156,1052,315
94160,1052,315
94164,1052,315
94168,1052,315
94172,1052,315
94176,1052,315
94180,1051,315
94184,1051,315
94188,1051,315
94192,1051,315
94196,1051,315
94200,1051,315
94204,1051,315
94208,1051,315
94212,1051,315
94216,1051,315
94220,1051,315
94224,1050,315
94228,1050,315
94232,1050,315
94236,1050,315
94240,1050,315
94244,1050,315
94248,1050,315
94252,1050,315
94256,1050,315
94260,1050,315
94264,1050,315
