,X,Y
88880,1486,193
88884,1484,198
88888,1482,203
88892,1480,208
88896,1478,213
88900,1477,218
88904,1475,220
88908,1474,222
88912,1472,224
88916,1471,226
88920,1470,229
88924,1470,228
88928,1471,227
88932,1472,226
88936,1473,225
88940,1474,224
88944,1472,225
88948,1471,226
88952,1470,227
88956,1469,228
88960,1468,230
88964,1467,231
88968,1467,233
88972,1466,235
88976,1466,237
88980,1466,239
88984,1464,241
88988,1462,243
88992,1460,245
88996,1458,247
89000,1456,250
89004,1453,248
89008,1450,246
89012,1447,245
89016,1444,243
89020,1441,242
89024,1441,244
89028,1442,246
89032,1442,248
89036,1443,250
89040,1444,253
89044,1445,255
89048,1446,257
89052,1447,259
89056,1448,261
89060,1449,263
89064,1448,265
89068,1448,267
89072,1447,269
89076,1447,271
89080,1447,273
89084,1447,275
89088,1448,277
89092,1449,279
89096,1450,281
89100,1451,283
89104,1452,285
89108,1453,288
89112,1454,290
89116,1455,293
89120,1456,296
89124,1455,298
89128,1455,300
89132,1455,302
89136,1455,304
89140,1455,307
89144,1455,308
89148,1456,310
89152,1457,312
89156,1458,314
89160,1459,316
89164,1459,318
89168,1459,321
89172,1460,323
89176,1460,326
89180,1461,329
89184,1462,330
89188,1463,331
89192,1464,333
89196,1465,334
89200,1467,336
89204,1467,337
89208,1467,339
89212,1467,340
89216,1467,342
89220,1468,344
89224,1467,345
89228,1466,347
89232,1465,348
89236,1464,350
89240,1464,352
89244,1461,355
89248,1459,358
89252,1456,361
89256,1454,364
89260,1452,367
89264,1448,368
89268,1445,369
89272,1442,370
89276,1439,371
89280,1436,373
89284,1432,373
89288,1429,374
89292,1425,375
89296,1422,376
89300,1419,377
89304,1418,379
89308,1417,382
89312,1417,385
89316,1416,388
89320,1416,391
89324,1417,393
89328,1418,396
89332,1419,399
89336,1420,402
89340,1421,405
89344,1423,408
89348,1425,411
89352,1427,414
89356,1429,417
89360,1431,421
89364,1434,423
89368,1437,426
89372,1440,429
89376,1443,432
89380,1446,435
89384,1448,437
89388,1450,439
89392,1453,442
89396,1455,444
89400,1458,447
89404,1461,450
89408,1464,453
89412,1468,456
89416,1471,459
89420,1475,462
89424,1478,465
89428,1481,469
89432,1484,472
89436,1487,476
89440,1491,480
89444,1495,483
89448,1499,486
89452,1503,490
89456,1507,493
89460,1512,497
89464,1517,499
89468,1523,502
89472,1528,504
89476,1534,507
89480,1540,510
89484,1545,512
89488,1550,514
89492,1556,516
89496,1561,518
89500,1567,521
89504,1572,524
89508,1578,527
89512,1583,530
89516,1589,533
89520,1595,536
89524,1602,538
89528,1609,541
89532,1616,543
89536,1623,546
89540,1630,549
89544,1637,550
89548,1644,552
89552,1651,553
89556,1658,555
89560,1666,557
89564,1672,558
89568,1678,560
89572,1684,561
89576,1690,563
89580,1696,565
89584,1701,564
89588,1707,563
89592,1712,563
89596,1718,562
89600,1724,562
89604,1730,563
89608,1737,565
89612,1744,566
89616,1751,568
89620,1758,570
89624,1764,571
89628,1770,572
89632,1776,573
89636,1782,574
89640,1788,575
