,X,Y
92360,1298,94
92364,1298,95
92368,1299,96
92372,1299,97
92376,1300,98
92380,1301,99
92384,1302,101
92388,1303,103
92392,1305,105
92396,1306,107
92400,1308,110
92404,1310,112
92408,1312,114
92412,1314,116
92416,1316,118
92420,1318,120
92424,1318,121
92428,1318,123
92432,1318,125
92436,1318,127
92440,1318,129
92444,1318,131
92448,1319,133
92452,1319,136
92456,1320,138
92460,1321,141
92464,1321,143
92468,1322,145
92472,1323,147
92476,1324,149
92480,1325,151
92484,1325,153
92488,1326,156
92492,1326,158
92496,1327,161
92500,1328,164
92504,1328,165
92508,1328,167
92512,1328,168
92516,1328,170
92520,1329,172
92524,1330,174
92528,1331,177
92532,1333,180
92536,1334,183
92540,1336,186
92544,1336,188
92548,1336,190
92552,1336,192
92556,1336,194
92560,1337,196
92564,1338,198
92568,1339,200
92572,1340,202
92576,1341,204
92580,1342,206
92584,1341,209
92588,1341,212
92592,1340,215
92596,1340,218
92600,1340,221
92604,1341,222
92608,1342,224
92612,1343,225
92616,1344,227
92620,1345,229
92624,1346,231
92628,1348,234
92632,1349,236
92636,1351,239
92640,1353,242
92644,1354,244
92648,1355,246
92652,1356,249
92656,1357,251
92660,1359,254
92664,1359,256
92668,1360,259
92672,1360,261
92676,1361,264
92680,1362,267
92684,1364,269
92688,1366,272
92692,1368,275
92696,1370,278
92700,1373,281
92704,1373,284
92708,1373,287
92712,1373,291
92716,1373,294
92720,1373,298
92724,1374,301
92728,1375,304
92732,1376,307
92736,1377,310
92740,1379,314
92744,1379,315
92748,1379,317
92752,1380,319
92756,1380,321
92760,1381,323
92764,1381,325
92768,1382,328
92772,1383,331
92776,1384,334
92780,1385,337
92784,1386,339
92788,1387,341
92792,1389,343
92796,1390,345
92800,1392,347
92804,1394,350
92808,1397,353
92812,1400,356
92816,1403,359
92820,1406,362
92824,1405,363
92828,1405,365
92832,1405,366
92836,1405,368
92840,1405,370
92844,1404,372
92848,1404,374
92852,1404,377
92856,1404,379
92860,1404,382
92864,1404,384
92868,1404,386
92872,1404,388
92876,1404,390
92880,1404,393
92884,1403,395
92888,1403,397
92892,1402,399
92896,1402,401
92900,1402,403
92904,1402,406
92908,1403,410
92912,1403,413
92916,1404,417
92920,1405,421
92924,1404,423
92928,1403,425
92932,1402,427
92936,1401,429
92940,1400,432
92944,1399,435
92948,1398,439
92952,1398,442
92956,1397,446
92960,1397,450
92964,1397,453
92968,1397,456
92972,1397,459
92976,1397,462
92980,1397,465
92984,1399,469
92988,1401,473
92992,1403,477
92996,1405,481
93000,1407,485
93004,1408,488
93008,1410,492
93012,1411,496
93016,1413,500
93020,1415,504
93024,1417,508
93028,1419,513
93032,1421,517
93036,1423,522
93040,1425,527
93044,1426,530
93048,1427,534
93052,1428,538
93056,1429,542
93060,1431,546
93064,1432,550
93068,1434,554
93072,1435,558
93076,1437,562
93080,1439,567
93084,1441,572
93088,1443,577
93092,1445,583
93096,1447,588
93100,1450,594
93104,1453,599
93108,1456,604
93112,1459,609
93116,1462,614
93120,1465,619
93124,1467,623
93128,1470,627
93132,1473,631
93136,1476,635
93140,1479,639
93144,1481,644
93148,1484,650
93152,1486,656
93156,1489,662
93160,1492,668
93164,1493,672
93168,1494,677
93172,1495,681
93176,1496,686
93180,1497,691
93184,1498,695
93188,1500,699
93192,1501,704
93196,1503,708
93200,1505,713
93204,1507,716
93208,1509,720
93212,1511,724
93216,1513,728
93220,1516,732
93224,1518,736
93228,1520,741
93232,1523,746
93236,1525,751
93240,1528,756
93244,1529,761
93248,1531,766
93252,1533,772
93256,1535,777
93260,1537,783
93264,1538,788
93268,1540,793
93272,1541,798
93276,1543,803
93280,1545,809
93284,1546,817
93288,1548,825
93292,1550,833
93296,1552,841
93300,1554,850
93304,1557,855
93308,1560,860
93312,1563,866
93316,1566,871
93320,1569,877
93324,1571,884
93328,1573,891
93332,1575,898
93336,1577,905
93340,1579,912
93344,1581,918
93348,1584,924
93352,1587,930
93356,1590,936
93360,1593,943
93364,1597,951
93368,1602,959
93372,1607,967
93376,1612,975
93380,1617,983
93384,1620,991
93388,1623,999
93392,1626,1007
93396,1629,1015
93400,1633,1024
93404,1637,1032
93408,1642,1040
93412,1646,1048
93416,1651,1056
93420,1656,1065
