,X,Y
21940,134,516
21944,145,516
21948,156,516
21952,167,516
21956,178,516
21960,190,516
21964,201,515
21968,212,514
21972,223,514
21976,234,513
21980,246,513
21984,257,512
21988,268,511
21992,279,511
21996,290,510
22000,302,510
22004,313,509
22008,324,509
22012,335,509
22016,346,509
22020,358,509
22024,370,507
22028,383,505
22032,396,504
22036,409,502
22040,422,501
22044,434,498
22048,446,496
22052,458,494
22056,470,492
22060,483,490
22064,495,488
22068,507,487
22072,519,485
22076,531,484
22080,544,483
22084,556,481
22088,569,479
22092,581,477
22096,594,475
22100,607,473
22104,617,471
22108,628,469
22112,639,467
22116,650,465
22120,661,464
22124,673,463
22128,685,462
22132,697,461
22136,709,460
22140,722,459
22144,733,457
22148,744,456
22152,755,455
22156,766,454
22160,777,453
22164,788,453
22168,799,453
22172,811,453
22176,822,453
22180,834,453
22184,846,452
22188,858,452
22192,871,451
22196,883,451
22200,896,451
22204,907,450
22208,919,449
22212,930,448
22216,942,447
22220,954,446
22224,964,445
22228,975,444
22232,985,444
22236,996,443
22240,1007,443
22244,1018,441
22248,1030,439
22252,1041,438
22256,1053,436
22260,1065,435
22264,1075,433
22268,1086,431
22272,1096,430
22276,1107,428
22280,1118,427
22284,1128,426
22288,1138,425
22292,1149,425
22296,1159,424
22300,1170,424
22304,1181,423
22308,1192,422
22312,1204,421
22316,1215,420
22320,1227,420
22324,1239,419
22328,1251,418
22332,1264,417
22336,1276,416
22340,1289,415
22344,1299,414
22348,1310,414
22352,1321,413
22356,1332,413
22360,1343,413
22364,1354,412
22368,1365,411
22372,1376,410
22376,1387,409
22380,1398,409
22384,1407,408
22388,1416,408
22392,1425,408
22396,1434,408
22400,1444,408
22404,1455,407
22408,1467,407
22412,1478,406
22416,1490,406
22420,1502,406
22424,1512,404
22428,1523,402
22432,1533,401
22436,1544,399
22440,1555,398
22444,1565,398
22448,1575,398
22452,1585,398
22456,1595,398
22460,1606,398
22464,1606,399
22468,1607,401
22472,1608,402
22476,1609,404
22480,1610,406
