,X,Y
54520,581,140
54524,583,143
54528,585,147
54532,587,150
54536,589,154
54540,591,158
54544,591,162
54548,592,166
54552,593,170
54556,594,174
54560,595,178
54564,595,180
54568,596,182
54572,597,184
54576,598,186
54580,599,189
54584,599,189
54588,600,189
54592,600,189
54596,601,189
54600,602,190
54604,606,192
54608,610,194
54612,614,196
54616,618,198
54620,623,200
54624,627,203
54628,631,206
54632,635,210
54636,639,213
54640,644,217
54644,647,219
54648,650,221
54652,654,223
54656,657,225
54660,661,227
54664,666,228
54668,671,229
54672,676,230
54676,681,231
54680,687,232
54684,692,235
54688,697,239
54692,703,243
54696,708,247
54700,714,251
54704,718,250
54708,723,249
54712,728,248
54716,733,247
54720,738,247
54724,743,249
54728,748,251
54732,754,253
54736,759,255
54740,765,258
54744,771,260
54748,777,262
54752,783,264
54756,789,266
54760,795,269
54764,800,271
54768,805,273
54772,810,275
54776,815,277
54780,821,280
54784,826,281
54788,831,282
54792,837,284
54796,842,285
54800,848,287
54804,854,289
54808,861,291
54812,867,293
54816,874,295
54820,881,298
54824,887,300
54828,894,303
54832,900,306
54836,907,309
54840,914,312
54844,919,314
54848,925,316
54852,931,319
54856,937,321
54860,943,324
54864,950,325
54868,957,327
54872,964,328
54876,971,330
54880,978,332
54884,984,334
54888,991,336
54892,997,339
54896,1004,341
54900,1011,344
54904,1018,346
54908,1026,349
54912,1034,352
54916,1042,355
54920,1050,358
54924,1056,358
54928,1062,359
54932,1068,359
54936,1074,360
54940,1081,361
54944,1089,362
54948,1098,364
54952,1106,365
54956,1115,367
54960,1124,369
54964,1130,372
54968,1137,375
54972,1143,378
54976,1150,381
54980,1157,384
54984,1164,387
54988,1171,390
54992,1179,393
54996,1186,396
55000,1194,400
55004,1200,402
55008,1206,404
55012,1213,407
55016,1219,409
55020,1226,412
55024,1232,414
55028,1239,417
55032,1245,420
55036,1252,423
55040,1259,426
55044,1267,428
55048,1276,431
55052,1285,434
55056,1294,437
55060,1303,440
55064,1310,442
55068,1318,445
55072,1325,448
55076,1333,451
55080,1341,454
55084,1348,456
55088,1355,459
55092,1362,461
55096,1369,464
55100,1376,467
55104,1383,468
55108,1390,470
55112,1397,472
55116,1404,474
55120,1412,476
55124,1420,477
55128,1428,479
55132,1436,480
55136,1444,482
55140,1453,484
55144,1459,485
55148,1465,487
55152,1471,488
55156,1477,490
55160,1483,492
55164,1492,495
55168,1502,498
55172,1511,501
55176,1521,504
55180,1531,508
55184,1539,512
55188,1547,516
55192,1555,520
55196,1563,524
55200,1571,529
55204,1580,529
55208,1589,530
55212,1599,531
55216,1608,532
55220,1618,533
55224,1626,535
55228,1635,538
55232,1644,540
55236,1653,543
55240,1662,546
55244,1671,548
55248,1680,550
55252,1689,552
55256,1698,554
55260,1707,556
55264,1716,556
55268,1726,557
55272,1735,557
55276,1745,558
55280,1755,559
