,X,Y
91680,822,1051
91684,835,1042
91688,848,1033
91692,861,1024
91696,874,1015
91700,888,1006
91704,897,1000
91708,906,994
91712,916,988
91716,925,982
91720,935,977
91724,946,970
91728,958,963
91732,969,956
91736,981,949
91740,993,942
91744,1003,936
91748,1014,930
91752,1025,924
91756,1036,918
91760,1047,912
91764,1058,908
91768,1069,905
91772,1081,901
91776,1092,898
91780,1104,895
91784,1115,891
91788,1127,887
91792,1139,883
91796,1151,879
91800,1163,876
91804,1173,872
91808,1184,868
91812,1194,865
91816,1205,861
91820,1216,858
91824,1228,855
91828,1240,853
91832,1252,850
91836,1264,848
91840,1276,846
91844,1286,842
91848,1296,838
91852,1306,834
91856,1316,830
91860,1327,827
91864,1338,824
91868,1349,821
91872,1360,818
91876,1371,815
91880,1383,812
91884,1390,808
91888,1397,804
91892,1404,800
91896,1411,796
91900,1419,793
91904,1427,788
91908,1435,783
91912,1443,779
91916,1451,774
91920,1460,770
91924,1468,765
91928,1476,761
91932,1485,757
91936,1493,753
91940,1502,749
91944,1510,744
91948,1518,740
91952,1527,736
91956,1535,732
91960,1544,728
91964,1551,724
91968,1558,720
91972,1566,716
91976,1573,712
91980,1581,708
91984,1590,704
91988,1599,701
91992,1608,697
91996,1617,694
92000,1626,691
92004,1634,689
92008,1642,688
92012,1651,687
92016,1659,686
92020,1668,685
92024,1676,681
92028,1685,678
92032,1693,675
92036,1702,672
92040,1711,669
92044,1719,666
92048,1728,663
92052,1737,661
92056,1746,658
92060,1755,656
