,X,Y
57540,583,209
57544,583,210
57548,583,212
57552,583,213
57556,583,215
57560,584,217
57564,585,220
57568,587,223
57572,588,226
57576,590,229
57580,592,233
57584,590,235
57588,589,238
57592,587,241
57596,586,244
57600,585,247
57604,583,250
57608,582,254
57612,581,257
57616,580,261
57620,579,265
57624,577,266
57628,575,268
57632,573,269
57636,571,271
57640,570,273
57644,569,276
57648,568,280
57652,567,284
57656,566,288
57660,566,292
57664,565,294
57668,565,296
57672,564,299
57676,564,301
57680,564,304
57684,562,308
57688,561,313
57692,560,318
57696,559,323
57700,558,328
57704,555,330
57708,552,332
57712,549,334
57716,546,336
57720,544,339
57724,537,341
57728,530,344
57732,523,346
57736,516,349
57740,509,352
57744,502,353
57748,496,355
57752,490,357
57756,484,359
57760,478,361
57764,471,363
57768,465,366
57772,459,368
57776,453,371
57780,447,374
57784,443,378
57788,439,382
57792,435,386
57796,431,390
57800,428,395
57804,423,399
57808,419,403
57812,414,407
57816,410,411
57820,406,415
57824,401,418
57828,397,421
57832,392,424
57836,388,427
57840,384,430
57844,378,433
57848,373,436
57852,367,439
57856,362,442
57860,357,446
57864,350,448
57868,344,450
57872,337,453
57876,331,455
57880,324,458
57884,318,460
57888,311,462
57892,305,465
57896,298,467
57900,292,470
57904,283,473
57908,274,476
57912,265,479
57916,256,482
57920,248,486
57924,239,488
57928,231,490
57932,222,492
57936,214,494
57940,206,496
57944,197,495
57948,189,495
57952,180,495
57956,172,495
57960,164,495
57964,156,496
57968,148,497
57972,141,498
57976,133,499
57980,126,500
57984,116,499
57988,106,499
57992,96,498
57996,86,498
58000,76,498
58004,69,499
58008,62,501
58012,56,502
58016,49,504
58020,43,506
58024,36,510
58028,30,514
58032,24,518
58036,18,522
58040,12,526
