,X,Y
59720,1856,946
59724,1846,943
59728,1836,940
59732,1827,937
59736,1817,934
59740,1808,931
59744,1796,927
59748,1785,924
59752,1774,920
59756,1763,917
59760,1752,914
59764,1743,909
59768,1735,904
59772,1726,899
59776,1718,894
59780,1710,890
59784,1701,886
59788,1692,882
59792,1683,878
59796,1674,874
59800,1666,870
59804,1655,865
59808,1645,860
59812,1634,855
59816,1624,850
59820,1614,846
59824,1607,842
59828,1600,839
59832,1593,836
59836,1586,833
59840,1579,830
59844,1570,826
59848,1561,822
59852,1553,818
59856,1544,814
59860,1536,810
59864,1526,807
59868,1517,804
59872,1508,801
59876,1499,798
59880,1490,796
59884,1482,794
59888,1474,792
59892,1467,790
59896,1459,788
59900,1452,786
59904,1443,784
59908,1435,783
59912,1427,781
59916,1419,780
59920,1411,779
59924,1403,774
59928,1395,769
59932,1388,764
59936,1380,759
59940,1373,755
59944,1365,752
59948,1358,749
59952,1351,747
59956,1344,744
59960,1337,742
59964,1329,739
59968,1321,736
59972,1313,733
59976,1305,730
59980,1297,728
59984,1288,723
59988,1280,719
59992,1272,715
59996,1264,711
60000,1256,707
60004,1249,702
60008,1242,697
60012,1236,692
60016,1229,687
60020,1223,683
60024,1217,679
60028,1212,676
60032,1206,673
60036,1201,670
60040,1196,667
60044,1191,661
60048,1187,655
60052,1183,650
60056,1179,644
60060,1175,639
60064,1172,634
60068,1169,630
60072,1167,626
60076,1164,622
60080,1162,618
60084,1160,611
60088,1159,605
60092,1157,599
60096,1156,593
60100,1155,587
60104,1152,583
60108,1150,579
60112,1147,575
60116,1145,571
60120,1143,567
60124,1139,562
60128,1135,557
60132,1132,553
60136,1128,548
60140,1125,544
60144,1121,537
60148,1117,531
60152,1114,525
60156,1110,519
60160,1107,513
60164,1104,510
60168,1101,507
60172,1098,504
60176,1095,501
60180,1093,499
60184,1090,493
60188,1087,488
60192,1085,482
60196,1082,477
60200,1080,472
60204,1077,467
60208,1074,463
60212,1071,459
60216,1068,455
60220,1065,451
60224,1060,445
60228,1056,439
60232,1052,433
60236,1048,427
60240,1044,422
60244,1038,419
60248,1032,416
60252,1026,413
60256,1020,410
60260,1014,407
60264,1008,404
60268,1002,401
60272,996,398
60276,990,395
60280,984,392
60284,978,389
60288,973,386
60292,968,383
60296,963,380
60300,958,377
60304,954,373
60308,950,369
60312,946,365
60316,942,361
60320,939,357
60324,934,354
60328,930,352
60332,926,349
60336,922,347
60340,918,345
60344,913,341
60348,908,337
60352,904,333
60356,899,329
60360,895,326
60364,890,323
60368,886,320
60372,882,318
60376,878,315
60380,874,313
60384,868,309
60388,863,305
60392,858,302
60396,853,298
60400,848,295
60404,843,292
60408,838,290
60412,833,288
60416,828,286
60420,824,284
60424,817,281
60428,810,278
60432,803,275
60436,796,272
60440,790,269
60444,784,266
60448,779,263
60452,773,261
60456,768,258
60460,763,256
60464,757,254
60468,751,253
60472,746,252
60476,740,251
60480,735,250
60484,729,247
60488,723,245
60492,718,242
60496,712,240
60500,707,238
60504,702,236
60508,697,234
60512,692,232
60516,687,230
60520,683,229
60524,676,226
60528,670,224
60532,663,221
60536,657,219
60540,651,217
60544,645,216
60548,640,215
60552,634,214
60556,629,213
60560,624,213
60564,617,208
60568,610,203
60572,603,199
60576,596,194
60580,590,190
60584,587,188
60588,585,186
60592,583,184
60596,581,182
60600,579,181
60604,576,178
60608,574,175
60612,572,172
60616,570,169
60620,568,167
60624,565,166
60628,562,165
60632,560,164
60636,557,163
60640,555,163
60644,551,161
60648,547,159
60652,544,157
60656,540,155
60660,537,153
60664,534,150
60668,532,148
60672,529,145
60676,527,143
60680,525,141
60684,522,138
60688,520,136
60692,518,134
60696,516,132
60700,514,130
60704,513,129
60708,513,128
60712,512,127
60716,512,126
60720,512,126
60724,513,124
60728,514,122
60732,515,121
60736,516,119
60740,517,118
60744,516,115
60748,515,112
60752,515,109
60756,514,106
60760,514,103
60764,514,102
60768,514,101
60772,515,101
60776,515,100
60780,516,100
60784,516,97
60788,516,95
60792,516,93
60796,516,91
60800,516,89
60804,517,87
60808,518,85
60812,519,83
60816,520,81
60820,521,80
60824,521,78
60828,521,76
60832,521,75
60836,521,73
60840,521,72
60844,522,70
60848,523,68
60852,525,66
60856,526,64
60860,528,62
60864,528,61
60868,528,61
60872,528,60
60876,528,60
60880,528,60
