,X,Y
26840,1471,1042
26844,1467,1033
26848,1463,1024
26852,1460,1015
26856,1456,1006
26860,1453,998
26864,1448,989
26868,1444,980
26872,1440,971
26876,1436,962
26880,1432,954
26884,1427,945
26888,1422,936
26892,1417,928
26896,1412,919
26900,1408,911
26904,1405,904
26908,1403,897
26912,1400,890
26916,1398,883
26920,1396,876
26924,1395,868
26928,1395,861
26932,1395,853
26936,1395,846
26940,1395,839
26944,1392,831
26948,1389,824
26952,1386,817
26956,1383,810
26960,1380,803
26964,1374,795
26968,1369,787
26972,1364,780
26976,1359,772
26980,1354,765
26984,1348,757
26988,1342,750
26992,1337,742
26996,1331,735
27000,1326,728
27004,1321,721
27008,1316,714
27012,1312,708
27016,1307,701
27020,1303,695
27024,1299,688
27028,1296,681
27032,1293,674
27036,1290,667
27040,1287,660
27044,1283,653
27048,1279,647
27052,1275,641
27056,1271,635
27060,1267,629
27064,1263,624
27068,1260,619
27072,1257,614
27076,1254,609
27080,1251,604
27084,1245,596
27088,1240,588
27092,1235,581
27096,1230,573
27100,1225,566
27104,1223,562
27108,1221,558
27112,1219,554
27116,1217,550
27120,1215,546
27124,1212,539
27128,1210,533
27132,1208,527
27136,1206,521
27140,1204,515
27144,1201,510
27148,1199,505
27152,1196,500
27156,1194,495
27160,1192,491
27164,1188,485
27168,1185,480
27172,1181,475
27176,1178,470
27180,1175,465
27184,1172,460
27188,1169,456
27192,1166,451
27196,1163,447
27200,1161,443
27204,1159,439
27208,1157,436
27212,1155,432
27216,1153,429
27220,1151,426
27224,1148,420
27228,1145,415
27232,1142,409
27236,1139,404
27240,1137,399
27244,1134,395
27248,1132,392
27252,1130,388
27256,1128,385
27260,1126,382
27264,1124,377
27268,1122,373
27272,1121,369
27276,1119,365
27280,1118,361
27284,1117,356
27288,1116,351
27292,1115,347
27296,1114,342
27300,1114,338
27304,1112,334
27308,1110,331
27312,1109,327
27316,1107,324
27320,1106,321
27324,1105,317
27328,1105,313
27332,1105,309
27336,1105,305
27340,1105,301
27344,1104,297
27348,1103,294
27352,1103,291
27356,1102,288
27360,1102,285
27364,1102,281
27368,1102,278
27372,1102,275
27376,1102,272
27380,1103,269
27384,1102,265
27388,1101,261
27392,1101,257
27396,1100,253
27400,1100,250
27404,1099,247
27408,1098,244
27412,1098,241
27416,1097,238
27420,1097,235
27424,1097,232
27428,1097,229
27432,1097,227
27436,1097,224
27440,1098,222
27444,1097,219
27448,1097,217
27452,1097,214
27456,1097,212
27460,1097,210
27464,1094,207
27468,1091,204
27472,1089,201
27476,1086,198
27480,1084,196
27484,1082,194
27488,1080,192
27492,1079,190
27496,1077,188
27500,1076,186
27504,1075,182
27508,1074,179
27512,1074,176
27516,1073,173
27520,1073,170
27524,1074,166
27528,1075,163
27532,1076,160
27536,1077,157
27540,1078,154
27544,1077,150
27548,1077,147
27552,1077,143
27556,1077,140
27560,1077,137
27564,1076,135
27568,1076,133
27572,1076,132
27576,1076,130
27580,1076,129
27584,1075,126
27588,1075,124
27592,1075,121
27596,1075,119
27600,1075,117
27604,1074,114
27608,1073,112
27612,1073,109
27616,1072,107
27620,1072,105
27624,1072,102
27628,1072,99
27632,1073,97
27636,1073,94
27640,1074,92
27644,1072,89
27648,1070,87
27652,1068,84
27656,1066,82
27660,1065,80
27664,1062,78
27668,1059,77
27672,1056,76
27676,1053,75
27680,1050,74
27684,1046,72
27688,1042,71
27692,1038,69
27696,1034,68
27700,1031,67
27704,1028,65
27708,1025,63
27712,1022,61
27716,1019,59
27720,1016,57
27724,1013,55
27728,1011,54
27732,1008,53
27736,1006,52
27740,1004,51
