,X,Y
61660,1786,1011
61664,1784,1007
61668,1782,1004
61672,1780,1001
61676,1778,998
61680,1777,995
61684,1773,984
61688,1770,974
61692,1766,964
61696,1763,954
61700,1760,944
61704,1757,935
61708,1755,927
61712,1753,918
61716,1751,910
61720,1749,902
61724,1747,892
61728,1745,883
61732,1744,873
61736,1742,864
61740,1741,855
61744,1739,847
61748,1737,840
61752,1735,832
61756,1733,825
61760,1732,818
61764,1729,810
61768,1727,802
61772,1724,794
61776,1722,786
61780,1720,779
61784,1717,771
61788,1715,763
61792,1713,755
61796,1711,747
61800,1709,740
61804,1708,736
61808,1708,732
61812,1708,728
61816,1708,724
61820,1708,720
61824,1710,717
61828,1713,714
61832,1716,711
61836,1719,708
61840,1722,705
61844,1725,701
61848,1728,697
61852,1731,694
61856,1734,690
61860,1737,687
61864,1740,685
61868,1743,683
61872,1746,682
61876,1749,680
61880,1752,679
61884,1753,674
61888,1755,670
61892,1757,665
61896,1759,661
61900,1761,657
61904,1765,654
61908,1770,651
61912,1774,648
61916,1779,645
61920,1784,643
61924,1781,643
61928,1778,644
61932,1775,644
61936,1772,645
61940,1770,646
