,X,Y
90800,231,1018
90804,230,1017
90808,229,1016
90812,228,1015
90816,227,1014
90820,226,1013
90824,228,1010
90828,231,1007
90832,234,1005
90836,237,1002
90840,240,1000
90844,242,995
90848,244,990
90852,246,986
90856,248,981
90860,250,977
90864,250,970
90868,251,964
90872,252,958
90876,253,952
90880,254,946
90884,255,940
90888,257,935
90892,259,930
90896,261,925
90900,263,920
90904,264,915
90908,265,910
90912,267,906
90916,268,901
90920,270,897
90924,272,891
90928,274,885
90932,277,879
90936,279,873
90940,282,868
90944,285,863
90948,288,859
90952,291,855
90956,294,851
90960,297,847
90964,298,843
90968,300,839
90972,301,835
90976,303,831
90980,305,827
90984,307,822
90988,309,817
90992,312,812
90996,314,807
91000,317,802
91004,319,796
91008,321,791
91012,323,786
91016,325,781
91020,328,776
91024,328,772
91028,329,768
91032,329,764
91036,330,760
91040,331,756
91044,332,752
91048,334,748
91052,336,744
91056,338,740
91060,340,737
91064,341,731
91068,342,726
91072,343,721
91076,344,716
91080,346,711
91084,346,707
91088,346,704
91092,347,701
91096,347,698
91100,348,695
91104,350,691
91108,352,687
91112,354,683
91116,356,679
91120,358,676
91124,359,672
91128,360,668
91132,361,664
91136,362,660
91140,364,656
91144,363,653
91148,362,651
91152,361,648
91156,360,646
91160,360,644
91164,362,638
91168,365,633
91172,367,627
91176,370,622
91180,373,617
91184,372,613
91188,372,610
91192,372,606
91196,372,603
91200,372,600
91204,371,596
91208,371,592
91212,370,588
91216,370,584
91220,370,581
91224,371,576
91228,373,572
91232,375,568
91236,377,564
91240,379,560
91244,380,556
91248,382,553
91252,383,549
91256,385,546
91260,387,543
91264,388,539
91268,389,536
91272,391,533
91276,392,530
91280,394,527
91284,397,516
91288,401,505
91292,405,494
91296,409,483
91300,413,472
91304,414,469
91308,416,466
91312,417,463
91316,419,460
91320,421,457
91324,421,452
91328,421,447
91332,421,443
91336,421,438
91340,421,434
91344,420,431
91348,419,428
91352,419,426
91356,418,423
91360,418,421
91364,418,418
91368,418,415
91372,418,413
91376,418,410
91380,419,408
91384,419,405
91388,420,403
91392,421,401
91396,422,399
91400,423,397
91404,423,394
91408,424,391
91412,424,388
91416,425,385
91420,426,382
91424,425,379
91428,424,376
91432,423,373
91436,422,370
91440,422,368
91444,421,364
91448,421,360
91452,421,357
91456,421,353
91460,421,350
91464,420,348
91468,419,346
91472,418,344
91476,417,342
91480,416,340
91484,414,340
91488,413,341
91492,412,341
91496,411,342
91500,410,343
91504,407,343
91508,405,343
91512,402,344
91516,400,344
91520,398,345
91524,396,347
91528,394,349
91532,392,351
91536,390,353
91540,388,355
91544,388,357
91548,388,359
91552,388,361
91556,388,363
91560,389,365
91564,387,367
91568,385,369
91572,384,371
91576,382,373
91580,381,375
91584,380,375
91588,380,375
91592,380,375
91596,380,375
91600,379,375
91604,379,375
91608,379,375
91612,379,375
91616,379,375
91620,378,375
91624,378,375
91628,378,375
91632,378,375
91636,377,375
91640,377,375
91644,377,375
91648,377,375
91652,377,375
91656,376,375
91660,376,375
91664,376,375
91668,376,375
91672,375,375
91676,375,375
91680,375,375
91684,375,375
91688,375,375
91692,374,375
91696,374,375
91700,374,375
91704,374,375
91708,373,375
91712,373,375
91716,373,375
91720,373,375
91724,373,375
91728,372,375
91732,372,375
91736,372,375
91740,372,375
91744,371,375
91748,371,375
91752,371,375
91756,371,375
91760,371,375
91764,370,375
91768,370,375
91772,370,375
91776,370,375
91780,370,375
91784,369,375
91788,369,375
91792,369,375
91796,369,375
91800,368,375
91804,368,375
91808,368,375
91812,368,375
91816,368,375
91820,367,375
91824,367,375
91828,367,375
91832,367,375
91836,366,375
91840,366,375
91844,366,375
91848,366,375
91852,366,375
91856,365,375
91860,365,375
91864,365,375
91868,365,375
91872,364,375
91876,364,375
91880,364,375
91884,364,375
91888,364,375
91892,363,375
91896,363,375
91900,363,375
91904,363,375
91908,362,375
91912,362,375
91916,362,375
91920,362,375
91924,362,375
91928,361,375
91932,361,375
