,X,Y
92380,1212,1033
92384,1217,1024
92388,1223,1016
92392,1228,1008
92396,1234,1000
92400,1240,992
92404,1243,985
92408,1247,978
92412,1251,972
92416,1255,965
92420,1259,959
92424,1266,952
92428,1273,945
92432,1281,939
92436,1288,932
92440,1296,926
92444,1303,919
92448,1310,913
92452,1317,907
92456,1324,901
92460,1331,895
92464,1337,888
92468,1343,882
92472,1349,876
92476,1355,870
92480,1362,864
92484,1367,859
92488,1373,855
92492,1378,850
92496,1384,846
92500,1390,842
92504,1396,836
92508,1402,830
92512,1409,824
92516,1415,818
92520,1422,812
92524,1427,807
92528,1432,803
92532,1437,799
92536,1442,795
92540,1447,791
92544,1453,787
92548,1459,784
92552,1465,781
92556,1471,778
92560,1477,775
92564,1483,772
92568,1490,769
92572,1496,766
92576,1503,763
92580,1510,760
92584,1518,756
92588,1526,753
92592,1534,750
92596,1542,747
92600,1550,744
92604,1557,742
92608,1564,741
92612,1572,740
92616,1579,739
92620,1587,738
92624,1592,735
92628,1597,733
92632,1603,730
92636,1608,728
92640,1614,726
92644,1620,722
92648,1626,718
92652,1632,714
92656,1638,710
92660,1645,707
92664,1649,703
92668,1653,699
92672,1657,695
92676,1661,691
92680,1666,688
92684,1668,683
92688,1670,679
92692,1672,674
92696,1674,670
92700,1677,666
92704,1680,662
92708,1683,659
92712,1686,655
92716,1689,652
92720,1692,649
92724,1697,646
92728,1703,643
92732,1709,640
92736,1715,637
92740,1721,635
92744,1727,633
92748,1733,632
92752,1739,631
92756,1745,630
92760,1752,629
92764,1758,628
92768,1764,627
92772,1770,626
92776,1776,625
92780,1782,624
