,X,Y
22680,1412,1009
22684,1411,1008
22688,1411,1008
22692,1411,1008
22696,1411,1008
22700,1411,1008
22704,1407,999
22708,1404,990
22712,1400,981
22716,1397,972
22720,1394,963
22724,1388,957
22728,1382,951
22732,1376,945
22736,1370,939
22740,1364,934
22744,1361,924
22748,1358,914
22752,1356,904
22756,1353,894
22760,1351,884
22764,1347,879
22768,1344,874
22772,1341,870
22776,1338,865
22780,1335,861
22784,1333,838
22788,1332,815
22792,1331,792
22796,1330,769
22800,1329,747
22804,1326,739
22808,1324,731
22812,1322,723
22816,1320,715
22820,1318,707
22824,1316,700
22828,1314,693
22832,1312,687
22836,1310,680
22840,1309,674
22844,1308,668
22848,1307,662
22852,1306,656
22856,1305,650
22860,1304,645
22864,1301,638
22868,1299,631
22872,1297,624
22876,1295,617
22880,1293,610
22884,1290,603
22888,1288,596
22892,1286,589
22896,1284,582
22900,1282,575
22904,1280,569
22908,1279,564
22912,1277,558
22916,1276,553
22920,1275,548
22924,1274,543
22928,1274,538
22932,1274,534
22936,1274,529
22940,1274,525
22944,1272,518
22948,1271,512
22952,1269,505
22956,1268,499
22960,1267,493
22964,1265,489
22968,1264,485
22972,1262,481
22976,1261,477
22980,1260,473
22984,1258,468
22988,1256,463
22992,1255,459
22996,1253,454
23000,1252,450
23004,1251,444
23008,1250,438
23012,1250,432
23016,1249,426
23020,1249,421
23024,1248,416
23028,1248,411
23032,1247,406
23036,1247,401
23040,1247,396
23044,1247,391
23048,1247,386
23052,1248,381
23056,1248,376
23060,1249,372
23064,1247,368
23068,1246,364
23072,1244,361
23076,1243,357
23080,1242,354
23084,1241,349
23088,1240,345
23092,1240,340
23096,1239,336
23100,1239,332
23104,1238,328
23108,1237,325
23112,1237,322
23116,1236,319
23120,1236,316
23124,1236,311
23128,1236,306
23132,1236,302
23136,1236,297
23140,1236,293
23144,1235,289
23148,1234,286
23152,1233,282
23156,1232,279
23160,1232,276
23164,1232,273
23168,1232,270
23172,1232,267
23176,1232,264
23180,1232,261
23184,1229,256
23188,1227,251
23192,1225,247
23196,1223,242
23200,1221,238
23204,1220,236
23208,1219,234
23212,1218,233
23216,1217,231
23220,1217,230
23224,1217,226
23228,1217,222
23232,1217,218
23236,1217,214
23240,1217,211
23244,1216,206
23248,1216,202
23252,1215,197
23256,1215,193
23260,1215,189
23264,1214,187
23268,1214,186
23272,1213,185
23276,1213,184
23280,1213,183
23284,1210,178
23288,1208,174
23292,1206,170
23296,1204,166
23300,1202,162
23304,1202,159
23308,1203,156
23312,1204,154
23316,1205,151
23320,1206,149
23324,1204,146
23328,1203,143
23332,1201,141
23336,1200,138
23340,1199,136
23344,1197,133
23348,1195,131
23352,1194,129
23356,1192,127
23360,1191,125
23364,1189,123
23368,1187,121
23372,1186,119
23376,1184,117
23380,1183,115
23384,1182,112
23388,1181,109
23392,1180,106
23396,1179,103
23400,1179,100
23404,1178,97
23408,1178,94
23412,1177,91
23416,1177,88
23420,1177,86
23424,1175,84
23428,1174,82
23432,1172,80
23436,1171,78
23440,1170,76
23444,1170,75
23448,1170,74
23452,1170,73
23456,1170,72
23460,1170,71
