,X,Y
21600,626,1026
21604,640,1015
21608,655,1005
21612,670,994
21616,685,984
21620,700,974
21624,714,964
21628,729,954
21632,743,944
21636,758,934
21640,773,924
21644,789,914
21648,805,905
21652,821,895
21656,837,886
21660,854,877
21664,868,867
21668,883,858
21672,897,848
21676,912,839
21680,927,830
21684,940,822
21688,954,815
21692,968,808
21696,982,801
21700,996,794
21704,1009,786
21708,1022,778
21712,1035,770
21716,1048,762
21720,1061,754
21724,1072,745
21728,1083,737
21732,1094,729
21736,1105,721
21740,1116,713
21744,1126,704
21748,1137,696
21752,1148,687
21756,1159,679
21760,1170,671
21764,1178,665
21768,1186,659
21772,1194,653
21776,1202,647
21780,1211,642
21784,1219,635
21788,1228,628
21792,1236,622
21796,1245,615
21800,1254,609
21804,1263,601
21808,1272,594
21812,1282,587
21816,1291,580
21820,1301,573
21824,1310,565
21828,1319,557
21832,1328,549
21836,1337,541
21840,1346,534
21844,1353,529
21848,1361,524
21852,1369,519
21856,1377,514
21860,1385,510
21864,1392,504
21868,1400,498
21872,1407,492
21876,1415,486
21880,1423,480
21884,1431,475
21888,1440,471
21892,1448,467
21896,1457,463
21900,1466,459
21904,1474,454
21908,1482,450
21912,1490,445
21916,1498,441
21920,1506,437
21924,1514,432
21928,1522,428
21932,1530,424
21936,1538,420
21940,1546,416
21944,1554,412
21948,1563,408
21952,1572,404
21956,1581,400
21960,1590,397
21964,1594,393
21968,1598,389
21972,1602,385
21976,1606,381
21980,1610,378
