,X,Y
99940,706,1049
99944,715,1050
99948,724,1051
99952,734,1053
99956,743,1054
99960,753,1056
99964,769,1046
99968,786,1036
99972,802,1026
99976,819,1016
99980,836,1007
99984,850,1003
99988,864,999
99992,879,995
99996,893,991
100000,908,987
100004,919,982
100008,931,977
100012,943,972
100016,955,967
100020,967,962
100024,976,956
100028,985,950
100032,994,945
100036,1003,939
100040,1012,934
100044,1021,926
100048,1030,918
100052,1039,911
100056,1048,903
100060,1057,896
100064,1064,889
100068,1071,882
100072,1078,875
100076,1085,868
100080,1093,862
100084,1098,854
100088,1104,846
100092,1109,838
100096,1115,830
100100,1121,822
100104,1127,816
100108,1134,810
100112,1140,804
100116,1147,798
100120,1154,793
100124,1160,787
100128,1166,781
100132,1172,775
100136,1178,769
100140,1185,764
100144,1189,758
100148,1194,752
100152,1199,747
100156,1204,741
100160,1209,736
100164,1214,730
100168,1219,725
100172,1224,719
100176,1229,714
100180,1234,709
100184,1240,703
100188,1246,698
100192,1252,692
100196,1258,687
100200,1265,682
100204,1267,676
100208,1269,670
100212,1272,664
100216,1274,658
100220,1277,653
100224,1281,647
100228,1286,641
100232,1291,636
100236,1296,630
100240,1301,625
100244,1305,621
100248,1309,617
100252,1313,613
100256,1317,609
100260,1321,605
100264,1325,600
100268,1330,595
100272,1335,590
100276,1340,585
100280,1345,581
100284,1349,576
100288,1353,572
100292,1358,567
100296,1362,563
100300,1367,559
100304,1370,555
100308,1374,551
100312,1378,547
100316,1382,543
100320,1386,539
100324,1390,534
100328,1395,530
100332,1400,525
100336,1405,521
100340,1410,517
100344,1414,513
100348,1419,509
100352,1423,505
100356,1428,501
100360,1433,498
100364,1437,493
100368,1441,489
100372,1445,484
100376,1449,480
100380,1453,476
100384,1456,472
100388,1460,469
100392,1463,465
100396,1467,462
100400,1471,459
100404,1474,455
100408,1478,452
100412,1481,449
100416,1485,446
100420,1489,443
100424,1494,439
100428,1499,436
100432,1504,432
100436,1509,429
100440,1514,426
100444,1517,422
100448,1521,419
100452,1524,416
100456,1528,413
100460,1532,410
100464,1534,407
100468,1537,405
100472,1539,402
100476,1542,400
100480,1545,398
100484,1549,396
100488,1553,395
100492,1557,393
100496,1561,392
100500,1566,391
100504,1572,390
100508,1578,390
100512,1584,390
100516,1590,390
100520,1597,390
