,X,Y
6260,326,1033
6264,331,1028
6268,337,1023
6272,343,1018
6276,349,1013
6280,355,1009
6284,359,1001
6288,363,994
6292,367,986
6296,371,979
6300,375,972
6304,378,963
6308,382,955
6312,385,946
6316,389,938
6320,393,930
6324,397,923
6328,401,916
6332,406,910
6336,410,903
6340,415,897
6344,418,889
6348,422,882
6352,425,875
6356,429,868
6360,433,861
6364,435,854
6368,437,847
6372,440,840
6376,442,833
6380,445,826
6384,448,820
6388,452,814
6392,455,808
6396,459,802
6400,463,796
6404,466,788
6408,469,781
6412,473,773
6416,476,766
6420,480,759
6424,483,753
6428,486,748
6432,489,743
6436,492,738
6440,495,733
6444,497,726
6448,500,719
6452,502,713
6456,505,706
6460,508,700
6464,510,695
6468,513,690
6472,515,685
6476,518,680
6480,521,675
6484,523,668
6488,525,662
6492,527,656
6496,529,650
6500,531,644
6504,531,639
6508,532,634
6512,532,630
6516,533,625
6520,534,621
6524,534,615
6528,535,610
6532,535,605
6536,536,600
6540,537,595
6544,539,590
6548,542,585
6552,544,580
6556,547,575
6560,550,571
6564,552,566
6568,555,561
6572,557,556
6576,560,551
6580,563,546
6584,566,542
6588,569,538
6592,572,534
6596,575,530
6600,578,526
6604,581,521
6608,584,517
6612,587,512
6616,590,508
6620,593,504
6624,595,499
6628,598,495
6632,600,491
6636,603,487
6640,606,483
6644,606,479
6648,607,475
6652,608,471
6656,609,467
6660,610,463
6664,611,462
6668,612,461
6672,613,460
6676,614,459
6680,616,459
6684,619,456
6688,622,454
6692,625,451
6696,628,449
6700,632,447
6704,633,441
6708,635,436
6712,637,431
6716,639,426
6720,641,421
6724,643,417
6728,645,413
6732,647,410
6736,649,406
6740,652,403
6744,655,392
6748,659,382
6752,662,372
6756,666,362
6760,670,352
6764,670,349
6768,671,346
6772,671,343
6776,672,340
6780,673,338
6784,673,334
6788,673,330
6792,674,327
6796,674,323
6800,675,320
6804,675,317
6808,676,314
6812,677,311
6816,678,308
6820,679,306
6824,680,302
6828,682,298
6832,684,294
6836,686,290
6840,688,287
6844,690,284
6848,693,281
6852,696,278
6856,699,275
6860,702,273
6864,702,270
6868,702,268
6872,703,265
6876,703,263
6880,704,261
6884,704,258
6888,705,256
6892,706,253
6896,707,251
6900,708,249
6904,711,246
6908,714,243
6912,718,240
6916,721,237
6920,725,234
6924,725,231
6928,725,229
6932,725,226
6936,725,224
6940,725,222
6944,725,219
6948,725,216
6952,725,214
6956,725,211
6960,725,209
6964,727,205
6968,729,201
6972,731,198
6976,733,194
6980,735,191
6984,735,188
6988,736,185
6992,736,183
6996,737,180
7000,738,178
7004,739,173
7008,741,169
7012,742,165
7016,744,161
7020,746,157
7024,746,154
7028,747,152
7032,748,150
7036,749,148
7040,750,146
7044,750,144
7048,751,142
7052,751,140
7056,752,138
7060,753,136
7064,753,134
7068,753,132
7072,753,131
7076,753,129
7080,753,128
7084,752,124
7088,752,121
7092,752,117
7096,752,114
7100,752,111
7104,752,110
7108,752,109
7112,752,108
7116,752,107
7120,752,107
7124,753,104
7128,754,101
7132,755,98
7136,756,95
7140,757,93
7144,757,92
7148,757,92
7152,757,91
7156,757,91
7160,757,91
7164,759,88
7168,762,85
7172,764,82
7176,767,79
7180,770,77
7184,771,74
7188,772,72
7192,773,70
7196,774,68
7200,776,66
7204,778,65
7208,781,64
7212,784,63
7216,787,62
7220,790,61
7224,792,59
7228,795,57
7232,797,55
7236,800,53
7240,803,52
7244,806,51
7248,809,50
7252,812,49
7256,815,48
7260,819,48
